time,u,y1,y2
9.778531300020404,100.0,0.13113754987716675,-5.605193857299268e-45
9.832361300010234,100.0,0.09479701519012451,-5.605193857299268e-45
9.855348799959756,100.0,11.639934539794922,12.059279441833496
9.917888900032267,100.0,18.26287078857422,19.481281280517578
9.961793399997987,100.0,21.027997970581055,21.71745491027832
9.985968500026502,100.0,22.83868408203125,22.694637298583984
10.03343249997124,100.0,23.73247718811035,22.860488891601562
10.076824099989608,100.0,23.720577239990234,22.55351448059082
10.127959299948998,100.0,24.23015594482422,23.326709747314453
10.172300499980338,100.0,24.00742530822754,23.62200164794922
10.219731600023806,100.0,22.945375442504883,22.8994197845459
10.265248300042003,100.0,22.557125091552734,23.023252487182617
10.326766600017436,100.0,23.991519927978516,22.756467819213867
10.370252100052312,100.0,23.66600227355957,22.9036922454834
10.420008499990217,100.0,24.297832489013672,23.000301361083984
10.463024999946356,100.0,23.876907348632812,23.061809539794922
10.508885000017472,100.0,22.822383880615234,23.254789352416992
10.526527000009082,100.0,22.837543487548828,23.25542449951172
10.588368099997751,100.0,23.856054306030273,22.843870162963867
10.605276599992067,100.0,23.981428146362305,22.893070220947266
10.655338700045832,100.0,24.183324813842773,23.315093994140625
10.69133589998819,100.0,24.06020736694336,23.318788528442383
10.700192900025286,100.0,23.3048152923584,23.513267517089844
10.736738799954765,100.0,22.986183166503906,22.96440315246582
10.772167699993588,100.0,23.015607833862305,23.159446716308594
10.794817000045441,100.0,23.331451416015625,23.01385498046875
10.856843100045808,100.0,23.410934448242188,22.878063201904297
10.895358999958262,100.0,23.69550895690918,22.979347229003906
10.90350410004612,100.0,24.534273147583008,23.313159942626953
10.938962499960326,100.0,23.945199966430664,22.931201934814453
10.980467900051735,100.0,22.614789962768555,23.330739974975586
11.003699900000356,100.0,22.451858520507812,23.011749267578125
11.043501700041816,100.0,22.721731185913086,22.927480697631836
11.088644100003876,100.0,23.451234817504883,22.833961486816406
11.149860900011845,100.0,23.57032585144043,22.7504825592041
11.157313199946657,100.0,24.609867095947266,22.76865577697754
11.195491899969056,100.0,24.185840606689453,23.357030868530273
11.2171635000268,100.0,23.135831832885742,23.12004852294922
11.257036000024527,100.0,22.511211395263672,23.28230094909668
11.317608200013638,100.0,22.937114715576172,23.144187927246094
11.337569499970414,100.0,23.177732467651367,23.324308395385742
11.39475570002105,100.0,23.631380081176758,23.071311950683594
11.402681099949405,100.0,24.62057876586914,22.79994773864746
11.439072699984536,100.0,24.101287841796875,23.405237197875977
11.460699000046588,100.0,23.797182083129883,23.15928077697754
11.520723500056192,100.0,23.022375106811523,23.449514389038086
11.529741100035608,100.0,22.579681396484375,23.110897064208984
11.587335800053552,100.0,22.513992309570312,23.02608299255371
11.642170500010252,100.0,23.78276252746582,22.83306121826172
11.664452300057746,100.0,23.487106323242188,23.005250930786133
11.716861300054006,100.0,24.036664962768555,22.478179931640625
11.754843199974857,100.0,23.81281280517578,23.441682815551758
11.786857899976894,100.0,23.033430099487305,23.728803634643555
11.85863250005059,100.0,22.98301124572754,23.479164123535156
11.90322840004228,100.0,22.820144653320312,23.002750396728516
11.936234400025569,100.0,23.69426155090332,22.817983627319336
11.957434699987061,100.0,24.738243103027344,22.917619705200195
12.015540600055829,100.0,23.90494155883789,23.325639724731445
12.03986849996727,100.0,23.6234073638916,22.947303771972656
12.088575200061314,100.0,22.46319007873535,23.494112014770508
12.111014700029045,100.0,22.855939865112305,23.091812133789062
12.166933599975891,100.0,23.651897430419922,22.98569107055664
12.189462500042282,100.0,23.17507553100586,23.11642074584961
12.244097099988721,100.0,24.581039428710938,22.91440200805664
12.269428999978118,100.0,24.143653869628906,23.014802932739258
12.325113099999726,100.0,23.223487854003906,23.217851638793945
12.347847099998035,100.0,22.856901168823242,23.33344841003418
12.401817500009201,100.0,22.713468551635742,23.205387115478516
12.447683300008066,100.0,23.826059341430664,23.259180068969727
12.468025399954058,100.0,23.612468719482422,22.70264434814453
12.515237199957483,100.0,24.313493728637695,23.246034622192383
12.576932099997066,100.0,24.137157440185547,23.34913444519043
12.587806800031103,100.0,23.181962966918945,23.066967010498047
12.66814239998348,100.0,23.071937561035156,23.267292022705078
12.679024099954404,100.0,22.6820011138916,23.210281372070312
12.71736939996481,100.0,23.50566864013672,22.839710235595703
12.734249399974942,100.0,24.808446884155273,22.84137535095215
12.779138599988073,100.0,24.12468147277832,22.679105758666992
12.834218199946918,100.0,24.184545516967773,23.08342933654785
12.859928400022909,100.0,22.838682174682617,23.05108070373535
12.91535769996699,100.0,22.89827537536621,23.61826515197754
12.94334430003073,100.0,22.879823684692383,23.20128631591797
12.984296299982816,100.0,23.545944213867188,23.072834014892578
13.012692100019194,100.0,23.849567413330078,22.84752655029297
13.073634100030176,100.0,24.13825035095215,22.88676643371582
13.137083500041626,100.0,23.53687286376953,23.264657974243164
13.156294299988076,100.0,22.603803634643555,22.837308883666992
13.214513799990527,100.0,22.760690689086914,23.183637619018555
13.23418190004304,100.0,23.80220603942871,23.409542083740234
13.276825599954464,100.0,23.696868896484375,22.81887435913086
13.32939400000032,100.0,23.742036819458008,23.159751892089844
13.357197299948893,100.0,23.996671676635742,23.17491912841797
13.40830949996598,100.0,22.775497436523438,23.19927215576172
13.436254799948074,100.0,22.658954620361328,23.548789978027344
13.485073199961334,100.0,23.193490982055664,22.61052703857422
13.51170789997559,100.0,23.568073272705078,23.25035858154297
13.555406200001016,100.0,24.17354965209961,22.80760955810547
13.618499799980782,100.0,23.49968719482422,23.093826293945312
13.637586800032295,100.0,23.831031799316406,23.152542114257812
13.696653799968772,100.0,22.62909507751465,23.008508682250977
13.731871800031513,100.0,22.90471839904785,23.40207862854004
13.76214110001456,100.0,23.18484115600586,23.1204891204834
13.81464130000677,100.0,23.451967239379883,22.645709991455078
13.839171699946746,100.0,24.478960037231445,22.926557540893555
13.890775999985635,100.0,23.990201950073242,22.650333404541016
13.919535299995914,100.0,23.15423011779785,23.214130401611328
13.974361500004306,100.0,22.867820739746094,23.037153244018555
14.00153120001778,100.0,23.039884567260742,23.42765235900879
14.060387499979697,100.0,23.515825271606445,23.16884994506836
14.085947799962014,100.0,23.96687126159668,22.966482162475586
14.141023800009862,100.0,23.94623565673828,23.113014221191406
14.173284400021657,100.0,23.789453506469727,22.865041732788086
14.234404399991035,100.0,22.874347686767578,23.266334533691406
14.277584200026467,100.0,22.880451202392578,23.073490142822266
14.311204300029203,100.0,23.574007034301758,22.88191795349121
14.336880099959671,100.0,23.858304977416992,22.875844955444336
14.389902299968526,100.0,24.41746711730957,22.65496253967285
14.421912100049667,100.0,24.243671417236328,23.110107421875
